Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Tunisia,TUN,0.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Turkey,TUR,1.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Turkmenistan,TKM,3.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Turks and Caicos Islands,TCA,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Tuvalu,TUV,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Uganda,UGA,68.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ukraine,UKR,0.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,United Arab Emirates,ARE,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,United Kingdom,GBR,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,United States,USA,0.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Upper middle income,UMC,6.90147538827336
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Uruguay,URY,1.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Uzbekistan,UZB,24.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Vanuatu,VUT,13.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Venezuela, RB",VEN,11.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Vietnam,VNM,19.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Virgin Islands (U.S.),VIR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,West Bank and Gaza,PSE,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,World,WLD,17.1812313386781
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Yemen, Rep.",YEM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Zambia,ZMB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Zimbabwe,ZWE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Afghanistan,AFG,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Africa Eastern and Southern,AFE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Africa Western and Central,AFW,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Albania,ALB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Algeria,DZA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,American Samoa,ASM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Andorra,AND,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Angola,AGO,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Antigua and Barbuda,ATG,3.32161998748779
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Arab World,ARB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Argentina,ARG,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Armenia,ARM,2.70476007461548
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Aruba,ABW,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Australia,AUS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Austria,AUT,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Azerbaijan,AZE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Bahamas, The",BHS,2.51087999343872
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bahrain,BHR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bangladesh,BGD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Barbados,BRB,4.29515981674194
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belarus,BLR,4.95244979858398
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belgium,BEL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belize,BLZ,7.94095993041992
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Benin,BEN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bermuda,BMU,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bhutan,BTN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bolivia,BOL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bosnia and Herzegovina,BIH,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Botswana,BWA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brazil,BRA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,British Virgin Islands,VGB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brunei Darussalam,BRN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bulgaria,BGR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Burkina Faso,BFA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Burundi,BDI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cabo Verde,CPV,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cambodia,KHM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cameroon,CMR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Canada,CAN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Caribbean small states,CSS,5.40337991714478
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cayman Islands,CYM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Central African Republic,CAF,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Central Europe and the Baltics,CEB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Chad,TCD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Channel Islands,CHI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Chile,CHL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,China,CHN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Colombia,COL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Comoros,COM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Congo, Dem. Rep.",COD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Congo, Rep.",COG,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Costa Rica,CRI,6.74626016616821
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cote d'Ivoire,CIV,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Croatia,HRV,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cuba,CUB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Curacao,CUW,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cyprus,CYP,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Czech Republic,CZE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Denmark,DNK,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Djibouti,DJI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Dominica,DMA,4.99812984466553
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Dominican Republic,DOM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Early-demographic dividend,EAR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,East Asia & Pacific,EAS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,East Asia & Pacific (excluding high income),EAP,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ecuador,ECU,4.13413000106812
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Egypt, Arab Rep.",EGY,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,El Salvador,SLV,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Equatorial Guinea,GNQ,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Eritrea,ERI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Estonia,EST,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Eswatini,SWZ,5.34233999252319
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ethiopia,ETH,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Euro area,EMU,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Europe & Central Asia,ECS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Europe & Central Asia (excluding high income),ECA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,European Union,EUU,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Faroe Islands,FRO,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Fiji,FJI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Finland,FIN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Fragile and conflict affected situations,FCS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,France,FRA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,French Polynesia,PYF,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Gabon,GAB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Gambia, The",GMB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Georgia,GEO,3.83912992477417
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Germany,DEU,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ghana,GHA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Gibraltar,GIB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Greece,GRC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Greenland,GRL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Grenada,GRD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guam,GUM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guatemala,GTM,3.29972004890442
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guinea,GIN,2.19947004318237
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guinea-Bissau,GNB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guyana,GUY,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Haiti,HTI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Heavily indebted poor countries (HIPC),HPC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,High income,HIC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Honduras,HND,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Hong Kong SAR, China",HKG,4.4063401222229
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Hungary,HUN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IBRD only,IBD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Iceland,ISL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA & IBRD total,IBT,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA blend,IDB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA only,IDX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA total,IDA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,India,IND,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Indonesia,IDN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Iran, Islamic Rep.",IRN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Iraq,IRQ,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ireland,IRL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Isle of Man,IMN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Israel,ISR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Italy,ITA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Jamaica,JAM,5.40337991714478
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Japan,JPN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Jordan,JOR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kazakhstan,KAZ,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kenya,KEN,5.07996988296509
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kiribati,KIR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Korea, Dem. People's Rep.",PRK,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Korea, Rep.",KOR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kosovo,XKX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kuwait,KWT,6.55125999450684
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kyrgyz Republic,KGZ,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lao PDR,LAO,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Late-demographic dividend,LTE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean,LCN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean (excluding high income),LAC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latvia,LVA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Least developed countries: UN classification,LDC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lebanon,LBN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lesotho,LSO,7.37501001358032
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liberia,LBR,2.30928993225098
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Libya,LBY,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liechtenstein,LIE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lithuania,LTU,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Low & middle income,LMY,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Low income,LIC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lower middle income,LMC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Luxembourg,LUX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Macao SAR, China",MAC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Madagascar,MDG,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malawi,MWI,2.90761995315552
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malaysia,MYS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Maldives,MDV,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mali,MLI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malta,MLT,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Marshall Islands,MHL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mauritania,MRT,1.88659000396729
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mauritius,MUS,4.60799980163574
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mexico,MEX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Micronesia, Fed. Sts.",FSM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa,MEA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa (excluding high income),MNA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle income,MIC,..
